id,source,comment,sentiment
1003,YouTube,"My cousin is a flight attendant for Emirates, she's been doing it for a number of years now. It is very challenging but she has many amazing memories and experiences through this job.",
1004,YouTube,I know I'm priveleged to be working in Denmark... But 32k a year does not sound like A LOT - I mean.. It probably isn't bad. But a enty level desk job in Denmark pays more.,
1005,YouTube,"''Jesus Christ is the Way, the Truth, the Life. No one comes to the Father except through Him. There is no other intermediary. May Jesus Bless you, trust Him, give your life - and He will take care of it :pray Convert yourself and believe in the Gospel;'",
1006,YouTube,"Bottom line, this is definitely working harder not smarter. Their salary hasn't changed in so long (not just this airline, nearly all airlines). And the only reason these jobs are so coveted is because of their appeal to elitism and always making applicants and FA's feel chronically inadequate.",
1007,YouTube,2:13 so you're saying Muslim men and Sikh men can't work on this field because they have to be clean shaved? wow how racist!,
1008,YouTube,Working as cabin crews and working in JD water spoons bar nothing difference.,
1009,YouTube,"For only $32k a year i have to say hell NO to that job. It is just a chang to me for sure. Trailing is good but I'm sure she can make way more money in other jobs with her charming personality, skil and commitment. She is defiantly settling for less.",
1010,YouTube,I hate this job bro its so repetitive and exhausting,
1011,YouTube,I have flight anxiety but this job sounds lit,
1012,YouTube,"I'd hate to be a flight attendant. It's like a hospitality job where you have to deal with shitty/drunk customers, but you can't escape to the walk-in freezer to cry.",
1013,YouTube,Hmm wonder how much you get paid and how much it's take up your job balance,
1014,YouTube,my dream job is becoming a flight Attendant for emirates . Tysm for this information this will really help,
1015,YouTube,"The damaging office algorithmically empty because lion regularly boast failing a unnatural albatross. obnoxious, homely postbox",
1016,YouTube,Working for Emirates is like falling asleep on a tree. You never know when you’ll be thrown out like a rag doll.,
1017,YouTube,"The job is too demanding, high entry requirements, doesn't pay much, and is very boring. Do people come to this job only because they have really no other option?",
1018,YouTube,My dad works at the airport and he says the Emirates flight attendants are treated abhorrently and have like no freedom,
1019,YouTube,I was applying a flight attendant is a difficult job or an easy job,
1020,YouTube,"Putting on a forced smile and wearing that daft headscarf all shift, don't think I could..",
1021,YouTube,It looks to me that they discriminate a lot to hire these women it sounds like whoever does the hiring has criteria at a pick up level and who knows what the salary is like,
1022,YouTube,"They look happy! It really pays to have structure in the workplace and benefits that show employees they are valued. Wow, a lot of our American employers can learn a lot from this.",
1023,YouTube,"This is the way all flight attendants used to look before Feminism. My ex brother-in-law used to work for TWA and interview ""Stewardesses"". The requirements back then would never fly today. No pun intended.",
1024,YouTube,This is amazing...thanks to all the crew members...this is why i love flying to abroad to create content,
1025,YouTube,They have to much law I would not want to work for that airline.,
1026,YouTube,uhh why arenth there any transexuals and obese people working for this airline?,
1027,YouTube,"The concern that I would have is if I get to keep my passport or does the airline hold it so that you have to work yo the end of the contract. They make it sound so glamorous, but a place like Dubai; come on. I am pretty sure that there isn’t much freedom and you’re more than likely treated as an accessory. $32,000 a year isn’t much and you probably live in an apartment with other crew members and you probably have a strict schedule and curfew.",
1028,YouTube,"A lot of ass kissing, and serving sandwiches correctly. Lets not pretend there is 1mm of skill in this job.",
1029,YouTube,I knew two women who worked this job both of them seduced by bad guys and left alone w their kids. One a rich mideastern guy who had other wives the other a pilot. Neither story had happy ending. Stay home girls and find a wholesome simple guy who loves you. All that glitters is not gold.,
1030,YouTube,"I am waiting for the day when these Islamic countries cabin crew and flight attendants will be in hizab, burkha or black tent covered from head to toe 🤔🙂🙃😬",
1031,YouTube,your bedtime is monitored. you cannot work with a pimple. it's disgusting.,
1032,YouTube,"But being a flight attendant you know you have to retire early too. You could see there is a very few or even none flight attendant who is above 35 or 40. The work morale is high and perks are great but the essence is not a long run, it drains you.",
1033,YouTube,All that work for 32k 🤦🏻‍♀️. Hope they meet rich men in first class😉,
1034,YouTube,"you have to be shallow to work for the same people who take the rights away from people in their own country... the princes and sultans whom are the owners of emirates and etihad are the same people running the country. it all looks fancy and shit, but never would i ever destroy my own body life and my sanity to work for satan himself (sorry for this very darks opinionated comment)",
1035,YouTube,Such a small salary for first class,
1036,YouTube,"I wonder if, in true Emirates fashion, they also confiscate their flight attendants' passports and require them to beg for the luxury of being able to quit or get a new job. Bonus points if they beat or otherwise abuse the flight attendants.",
